agent_1,agent_2,sat,dep,commit,ticks_tog,tick
16,13,0,3,0,0,21
16,14,-3.5,-2.5,9,1,21
16,15,-7.441666666666667,-13.775,54,3,21
16,17,-10,7,0,0,21
16,18,7,5,0,0,21
16,19,-0.75,6.25,9,1,21
16,20,-4,1,0,0,21
17,1,4,-7,0,0,21
17,2,8,-3,0,0,21
17,3,2,-6,0,0,21
17,4,-8,10,-5,1,21
17,5,-1,3,-5,1,21
17,6,3,5,0,0,21
17,7,4176.145833333333,4219.446833333333,-140,7,21
17,8,-5,4,0,0,21
17,9,-3,-10,0,0,21
17,10,-6.67,16.33,-5,1,21
17,11,-8,-2,0,0,21
17,12,11.170833333333333,45.470833333333324,-105,6,21
17,13,0,7,0,0,21
17,14,-11,14,-5,1,21
17,15,-4.833333333333334,12.833333333333334,-30,3,21
17,16,-5,3,0,0,21
17,18,-6.1,4.9,-5,1,21
17,19,4,-4,0,0,21
17,20,7,0.001,0,0,21
18,1,-3,4,6,1,21
18,2,-9,-6,0,0,21
18,3,10.705,18.705,18,2,21
18,4,-7,10,0,0,21
18,5,3,5,0,0,21
18,6,-1,9,0,0,21
18,7,22.868333333333336,32.20166666666667,36,3,21
18,8,3.9143333333333334,15.714333333333336,126,6,21
18,9,3,2,0,0,21
18,10,4,-2,6,1,21
18,11,7,-1,0,0,21
18,12,-1,3,0,0,21
18,13,-1,0,6,1,21
18,14,3.2,21.2,6,1,21
18,15,10.166666666666666,19.5,60,4,21
18,16,-9,-2,0,0,21
18,17,5.17,5.17,6,1,21
18,19,-2.0999999999999996,3.9000000000000004,6,1,21
18,20,-10,4,0,0,21
19,1,13.4,8.9,24,3,21
19,2,14.25,18.25,4,1,21
19,3,20.38416666666667,9.734166666666667,84,6,21
19,4,-1,8,4,1,21
19,5,-2,-4,0,0,21
19,6,9.061666666666666,15.911666666666665,60,5,21
19,7,-6,5,0,0,21
19,8,-7,3,0,0,21
19,9,5,1,4,1,21
19,10,15.75,5.25,12,2,21
19,11,3,-2,0,0,21
19,12,-3,2,0,0,21
19,13,0,-9,0,0,21
19,14,-1,-10,0,0,21
19,15,8,-2,0,0,21
19,16,-0.8000000000000007,21.2,4,1,21
19,17,2,7,0,0,21
19,18,2.9000000000000004,3.9000000000000004,4,1,21
19,20,-2,-1,0,0,21
20,1,8,-5,0,0,21
20,2,5,-7,0,0,21
20,3,-5,5,0,0,21
20,4,3.5,-17,-6,2,21
20,5,-5,-1,0,0,21
20,6,-2,-7,0,0,21
20,7,-1,-15,-2,1,21
20,8,0,8,0,0,21
20,9,6.165,-8.335,-6,2,21
20,10,6.79,2.79,-2,1,21
20,11,5748.498897019646,5725.235836080586,-210,14,21
20,12,1,0.001,0,0,21
20,13,-10,2,0,0,21
20,14,12.5,-4.5,-2,1,21
20,15,-7,-9,0,0,21
20,16,-8,-5,0,0,21
20,17,8,-1,0,0,21
20,18,8,-8,0,0,21
20,19,1,-2,0,0,21
1,2,-9.46,-4.46,18,2,22
1,3,-6.28,-12.280000000000001,6,1,22
1,4,-3,8,0,0,22
1,5,5,7,0,0,22
1,6,-15.828333333333333,-10.828333333333333,36,3,22
1,7,-14.77,-5.77,18,2,22
1,8,10,4,0,0,22
1,9,-9,-8,6,1,22
1,10,-6.5,-6.5,6,1,22
1,11,-8,4,0,0,22
1,12,-8.155000000000001,-0.15500000000000025,18,2,22
1,13,9,10,0,0,22
1,14,-2,8,0,0,22
1,15,-3,-8,6,1,22
1,16,-3.615,-12.614999999999998,90,5,22
1,17,-5,-9,0,0,22
1,18,1.33,1.33,6,1,22
1,19,-1.79,-11.79,36,3,22
1,20,4,-9,0,0,22
2,1,7.95,-2.05,-9,2,22
2,3,6.835,11.835,-9,2,22
2,4,4463.893904761904,4465.33061904762,-108,8,22
2,5,5,-1,0,0,22
2,6,-5,2,0,0,22
2,7,0.7050000000000001,0.7049999999999992,-9,2,22
2,8,1,-8,0,0,22
2,9,-3.83,2.17,-3,1,22
2,10,8,-9,0,0,22
2,11,13.9,10.9,-3,1,22
2,12,1.9450000000000003,4.945,-9,2,22
2,13,6,6,0,0,22
2,14,5,-5,0,0,22
2,15,13.2,-1.8000000000000007,-3,1,22
2,16,14.345,7.345,-9,2,22
2,17,2,-2,0,0,22
2,18,2,-4,0,0,22
2,19,-3.21,13.79,-3,1,22
2,20,-9,-7,0,0,22
3,1,16.5,-1.5,8,1,22
3,2,16.5,10,24,2,22
3,4,3,0.001,0,0,22
3,5,-5,6,0,0,22
3,6,-8,3,0,0,22
3,7,-8,10,0,0,22
3,8,4,10,0,0,22
3,9,21.25,12.25,8,1,22
3,10,23.726666666666667,3.2266666666666666,48,3,22
3,11,13.79,10.79,8,1,22
3,12,13.75,5.25,24,2,22
3,13,27.78,8.28,24,2,22
3,14,12.11,-3.3899999999999997,24,2,22
3,15,-10,-6,0,0,22
3,16,-1,9,0,0,22
3,17,0,-6,0,0,22
3,18,16.75,5.25,24,2,22
3,19,34.623333333333335,18.57333333333333,168,6,22
3,20,-9,5,0,0,22
4,1,0,-10,0,0,22
4,2,7.311154761904762,-5.713845238095238,-36,8,22
4,3,-2,6,0,0,22
4,5,-10,7,0,0,22
4,6,12.625,1.125,-3,2,22
4,7,-5,10,0,0,22
4,8,6.505,-5.995,-3,2,22
4,9,1,7,0,0,22
4,10,9,1,0,0,22
4,11,-5,-7,0,0,22
4,12,-2,-10,0,0,22
4,13,6,1,0,0,22
4,14,25.175833333333337,11.5925,-10,4,22
4,15,-7,-4,0,0,22
4,16,8.495,11.995,-3,2,22
4,17,9.9,-5.1,-1,1,22
4,18,2,1,0,0,22
4,19,9.25,-6.75,-1,1,22
4,20,2.175,1.6749999999999998,-3,2,22
5,1,-8,5,0,0,22
5,2,-5,-7,0,0,22
5,3,-6,8,0,0,22
5,4,-8,7,0,0,22
5,6,8,9,0,0,22
5,7,8,0.001,0,0,22
5,8,4,7,0,0,22
5,9,31.698333333333334,14.865,30,3,22
5,10,14.719999999999999,-1.2800000000000002,5,1,22
5,11,9,2,0,0,22
5,12,-3,-5,0,0,22
5,13,49.29615487290487,32.068551920301914,600,15,22
5,14,-10,-2,0,0,22
5,15,3,10,0,0,22
5,16,25.845,7.345,15,2,22
5,17,19.72,16.72,5,1,22
5,18,-8,10,0,0,22
5,19,4,-2,0,0,22
5,20,3,-8,0,0,22
6,1,-2.4433333333333334,-4.943333333333333,24,3,22
6,2,10,-8,0,0,22
6,3,-9,-3,0,0,22
6,4,-14.5,-13,12,2,22
6,5,7,-1,0,0,22
6,7,-7.1,-0.09999999999999964,4,1,22
6,8,-2,4,0,0,22
6,9,-3.52,-11.02,12,2,22
6,10,3.33,1.33,4,1,22
6,11,-9,-9,0,0,22
6,12,4.99,-10.51,12,2,22
6,13,-10.21,-11.21,4,1,22
6,14,-14.25,-6.75,12,2,22
6,15,-1.5,-9.5,4,1,22
6,16,7.025,-11.475,12,2,22
6,17,1,-5,0,0,22
6,18,-8,3,0,0,22
6,19,5.0536666666666665,5.203666666666667,60,5,22
6,20,-5,3,0,0,22
7,1,-14.16,-10.16,3,2,22
7,2,-9.75,-4.75,3,2,22
7,3,9,-3,0,0,22
7,4,-1,-3,0,0,22
7,5,4,3,0,0,22
7,6,-7.67,5.33,1,1,22
7,8,-5.005833333333333,-6.6725,10,4,22
7,9,-1,2,0,0,22
7,10,-7,10,0,0,22
7,11,10,3,0,0,22
7,12,-6,10,0,0,22
7,13,4,0.001,0,0,22
7,14,-3,9,0,0,22
7,15,-2,-4,1,1,22
7,16,-1,9,0,0,22
7,17,3.64647619047619,15.517904761904763,36,8,22
7,18,-6.748333333333333,8.585,6,3,22
7,19,0,-2,0,0,22
7,20,-15.83,1.17,1,1,22
8,1,-5,-7,0,0,22
8,2,-7,2,0,0,22
8,3,-9,-1,0,0,22
8,4,-6.105,-9.605,3,2,22
8,5,-10,-9,0,0,22
8,6,0,-4,0,0,22
8,7,-8.629999999999999,-8.713333333333335,10,4,22
8,9,-10.280000000000001,-13.280000000000001,1,1,22
8,10,-0.4750000000000001,-5.975,3,2,22
8,11,-9.89,1.6099999999999994,3,2,22
8,12,-7,9,0,0,22
8,13,3,7,0,0,22
8,14,-3,-5,1,1,22
8,15,-0.4900000000000002,-9.99,3,2,22
8,16,2.79,-12.21,1,1,22
8,17,-4,-8,0,0,22
8,18,4151.4935,4150.901642857143,28,7,22
8,19,1,9,0,0,22
8,20,1,8,0,0,22
9,1,5,-9.999,-9,1,22
9,2,2,-1,-9,1,22
9,3,-8,-16,-9,1,22
9,4,-9,-3,0,0,22
9,5,2.333333333333333,-11.833333333333334,-54,3,22
9,6,0.8599999999999999,-11.64,-27,2,22
9,7,-9,-3,0,0,22
9,8,-1,-2,-9,1,22
9,10,1.885,-13.531666666666666,-90,4,22
9,11,6.5,-11.5,-9,1,22
9,12,-7.49,-13.99,-27,2,22
9,13,-2,-8,0,0,22
9,14,-6.5,-6.5,-9,1,22
9,15,-3.21,-13.21,-9,1,22
9,16,-6,-5,0,0,22
9,17,-5,-3,0,0,22
9,18,-10,-3,0,0,22
9,19,-5.84,-7.34,-27,2,22
9,20,5.1,-12.4,-27,2,22
10,1,-4.5,-4.5,-1,1,22
10,2,4,-6,0,0,22
10,3,4.833333333333333,-9,-6,3,22
10,4,-7,8,0,0,22
10,5,15.25,-9.75,-1,1,22
10,6,-4.1,1.9,-1,1,22
10,7,5,-4,0,0,22
10,8,10.83,0.33000000000000007,-3,2,22
10,9,21.406666666666663,-11.176666666666668,-10,4,22
10,11,-6,8,0,0,22
10,12,0,7,0,0,22
10,13,-1,0.001,0,0,22
10,14,-8,-5,0,0,22
10,15,6.998333333333333,0.16500000000000004,-6,3,22
10,16,11.29,-10.21,-3,2,22
10,17,13.719999999999999,7.72,-1,1,22
10,18,1.2000000000000002,9.2,-1,1,22
10,19,11.345,-6.155,-3,2,22
10,20,4.5,0.5,-1,1,22
11,1,-10,-5,0,0,22
11,2,14,4,-6,1,22
11,3,0,-2,-6,1,22
11,4,-9,-1,0,0,22
11,5,-7,-8,0,0,22
11,6,-8,7,0,0,22
11,7,9,-5,0,0,22
11,8,11.975,23.974999999999998,-18,2,22
11,9,-3,15,-6,1,22
11,10,-4,-10,0,0,22
11,12,1,7,0,0,22
11,13,7,-3,0,0,22
11,14,21.046666666666667,36.71333333333333,-36,3,22
11,15,10,2,0,0,22
11,16,-4,2,0,0,22
11,17,10,7,0,0,22
11,18,3,-4,0,0,22
11,19,-10,-3,0,0,22
11,20,76.30795831945831,90.81108297258298,-630,14,22
12,1,15.544999999999998,29.544999999999998,-27,2,22
12,2,11.665,10.666,-27,2,22
12,3,2.705,18.705,-27,2,22
12,4,-2,-10,0,0,22
12,5,6,8,0,0,22
12,6,-5.83,8.17,-27,2,22
12,7,-3,7,0,0,22
12,8,4,0.001,0,0,22
12,9,10.33,6.33,-27,2,22
12,10,1,7,0,0,22
12,11,-6,-6,0,0,22
12,13,2.23,22.23,-27,2,22
12,14,20.491666666666664,36.49166666666667,-54,3,22
12,15,-10,8,0,0,22
12,16,7.5,12.5,-9,1,22
12,17,21.584333333333333,31.284333333333333,-189,6,22
12,18,-9,10,0,0,22
12,19,-1,5,0,0,22
12,20,-2,-8,0,0,22
13,1,-6,-2,0,0,22
13,2,10,-5,0,0,22
13,3,21.064999999999998,17.064999999999998,-3,2,22
13,4,7,-7,0,0,22
13,5,5993.383967782218,5985.112051809302,-120,15,22
13,6,15.719999999999999,-2.2800000000000002,-1,1,22
13,7,3,-2,0,0,22
13,8,-6,-10,0,0,22
13,9,-3,0.001,0,0,22
13,10,-2,3,0,0,22
13,11,1,-10,0,0,22
13,12,13,-3,-3,2,22
13,14,9.17,7.17,-1,1,22
13,15,4,-7,0,0,22
13,16,-4,-10,0,0,22
13,17,9,-7,0,0,22
13,18,14.25,14.25,-1,1,22
13,19,0,1,0,0,22
13,20,8,0.001,0,0,22
14,1,-10,4,0,0,22
14,2,-1,0.001,0,0,22
14,3,-9.835,-7.335,-27,2,22
14,4,4.965,1.7149999999999999,-90,4,22
14,5,-10,6,0,0,22
14,6,6.29,1.79,-27,2,22
14,7,-10,8,0,0,22
14,8,0,-8,-9,1,22
14,9,-3.2800000000000002,7.72,-9,1,22
14,10,0,1,0,0,22
14,11,3.433333333333333,3.933333333333333,-54,3,22
14,12,2.665,0.16500000000000004,-54,3,22
14,13,1.5,0.5,-9,1,22
14,15,6,-2,-9,1,22
14,16,3.5,0.5,-9,1,22
14,17,1.2000000000000002,-10.8,-9,1,22
14,18,-9.5,-2.5,-9,1,22
14,19,-5,1,0,0,22
14,20,11.25,6.25,-9,1,22
15,1,1.2000000000000002,-9.8,-2,1,22
15,2,-7,0,-2,1,22
15,3,5,3,0,0,22
15,4,-6,-3,0,0,22
15,5,-4,-1,0,0,22
15,6,-4,-4,-2,1,22
15,7,1.17,-5.83,-2,1,22
15,8,11.149999999999999,-9.350000000000001,-6,2,22
15,9,5,-4.999,-2,1,22
15,10,9,-18.166666666666668,-12,3,22
15,11,1,4,0,0,22
15,12,1,-10,0,0,22
15,13,7,0.001,0,0,22
15,14,8.33,4.33,-2,1,22
15,16,4.26,-3.9066666666666667,-12,3,22
15,17,11.116666666666667,-9.049999999999999,-12,3,22
15,18,-0.6116666666666665,-6.028333333333333,-20,4,22
15,19,-5,-4,0,0,22
15,20,-7.5,-3.5,-2,1,22
16,1,1.7385000000000002,-10.694833333333335,135,5,22
16,2,-8,-7,27,2,22
16,3,-8,7,0,0,22
16,4,-3.3899999999999997,8.61,27,2,22
16,5,-7,-9,27,2,22
16,6,-19.335,-7.334,27,2,22
16,7,-5,-1,0,0,22
16,8,-12.67,-8.67,9,1,22
16,9,-9,1,0,0,22
16,10,-10.335,-7.335,27,2,22
16,11,2,8,0,0,22
16,12,-13,-13,9,1,22
16,13,0,3,0,0,22
16,14,-3.5,-2.5,9,1,22
16,15,-7.441666666666667,-13.775,54,3,22
16,17,-10,7,0,0,22
16,18,7,5,0,0,22
16,19,-0.75,6.25,9,1,22
16,20,-4,1,0,0,22
17,1,4,-7,0,0,22
17,2,8,-3,0,0,22
17,3,2,-6,0,0,22
17,4,-8,10,-5,1,22
17,5,-1,3,-5,1,22
17,6,3,5,0,0,22
17,7,4438.985833333333,4484.036833333334,-180,8,22
17,8,-5,4,0,0,22
17,9,-3,-10,0,0,22
17,10,-6.67,16.33,-5,1,22
17,11,-8,-2,0,0,22
17,12,11.170833333333333,45.470833333333324,-105,6,22
17,13,0,7,0,0,22
17,14,-11,14,-5,1,22
17,15,-4.833333333333334,12.833333333333334,-30,3,22
17,16,-5,3,0,0,22
17,18,-6.1,4.9,-5,1,22
17,19,4,-4,0,0,22
17,20,7,0.001,0,0,22
18,1,-3,4,6,1,22
18,2,-9,-6,0,0,22
18,3,10.705,18.705,18,2,22
18,4,-7,10,0,0,22
18,5,3,5,0,0,22
18,6,-1,9,0,0,22
18,7,22.868333333333336,32.20166666666667,36,3,22
18,8,4.218619047619048,16.59004761904762,168,7,22
18,9,3,2,0,0,22
18,10,4,-2,6,1,22
18,11,7,-1,0,0,22
18,12,-1,3,0,0,22
18,13,-1,0,6,1,22
18,14,3.2,21.2,6,1,22
18,15,10.166666666666666,19.5,60,4,22
18,16,-9,-2,0,0,22
18,17,5.17,5.17,6,1,22
18,19,-2.0999999999999996,3.9000000000000004,6,1,22
18,20,-10,4,0,0,22
19,1,13.4,8.9,24,3,22
19,2,14.25,18.25,4,1,22
19,3,20.38416666666667,9.734166666666667,84,6,22
19,4,-1,8,4,1,22
19,5,-2,-4,0,0,22
19,6,9.061666666666666,15.911666666666665,60,5,22
19,7,-6,5,0,0,22
19,8,-7,3,0,0,22
19,9,6.5,4,12,2,22
19,10,15.75,5.25,12,2,22
19,11,3,-2,0,0,22
19,12,-3,2,0,0,22
19,13,0,-9,0,0,22
19,14,-1,-10,0,0,22
19,15,8,-2,0,0,22
19,16,-0.8000000000000007,21.2,4,1,22
19,17,2,7,0,0,22
19,18,2.9000000000000004,3.9000000000000004,4,1,22
19,20,-2,-1,0,0,22
20,1,8,-5,0,0,22
20,2,5,-7,0,0,22
20,3,-5,5,0,0,22
20,4,3.5,-17,-6,2,22
20,5,-5,-1,0,0,22
20,6,-2,-7,0,0,22
20,7,-1,-15,-2,1,22
20,8,0,8,0,0,22
20,9,6.165,-8.335,-6,2,22
20,10,6.79,2.79,-2,1,22
20,11,5748.498897019646,5725.235836080586,-210,14,22
20,12,1,0.001,0,0,22
20,13,-10,2,0,0,22
20,14,12.5,-4.5,-2,1,22
20,15,-1.2800000000000002,-12.280000000000001,-2,1,22
20,16,-8,-5,0,0,22
20,17,8,-1,0,0,22
20,18,8,-8,0,0,22
20,19,1,-2,0,0,22
1,2,-9.46,-4.46,18,2,23
1,3,-6.28,-12.280000000000001,6,1,23
1,4,-3,8,0,0,23
1,5,5,7,0,0,23
1,6,-15.828333333333333,-10.828333333333333,36,3,23
1,7,-14.77,-5.77,18,2,23
1,8,10,4,0,0,23
1,9,-9,-8,6,1,23
1,10,-8.719999999999999,-8.719999999999999,18,2,23
1,11,-8,4,0,0,23
1,12,-8.155000000000001,-0.15500000000000025,18,2,23
1,13,9,10,0,0,23
1,14,-2,8,0,0,23
1,15,-3,-8,6,1,23
1,16,-3.615,-12.614999999999998,90,5,23
1,17,-5,-9,0,0,23
1,18,1.33,1.33,6,1,23
1,19,-1.79,-11.79,36,3,23
1,20,4,-9,0,0,23
2,1,7.95,-2.05,-9,2,23
2,3,6.835,11.835,-9,2,23
2,4,4712.07946031746,4713.738396825397,-135,9,23
2,5,5,-1,0,0,23
2,6,-5,2,0,0,23
2,7,0.7050000000000001,0.7049999999999992,-9,2,23
2,8,1,-8,0,0,23
2,9,-3.83,2.17,-3,1,23
2,10,8,-9,0,0,23
2,11,13.9,10.9,-3,1,23
2,12,1.9450000000000003,4.945,-9,2,23
2,13,6,6,0,0,23
2,14,5,-5,0,0,23
2,15,13.2,-1.8000000000000007,-3,1,23
2,16,14.345,7.345,-9,2,23
2,17,2,-2,0,0,23
2,18,2,-4,0,0,23
2,19,-3.21,13.79,-3,1,23
2,20,-9,-7,0,0,23
3,1,16.5,-1.5,8,1,23
3,2,16.5,10,24,2,23
3,4,3,0.001,0,0,23
3,5,-5,6,0,0,23
3,6,-8,3,0,0,23
3,7,-8,10,0,0,23
3,8,4,10,0,0,23
3,9,21.25,12.25,8,1,23
3,10,23.726666666666667,3.2266666666666666,48,3,23
3,11,13.79,10.79,8,1,23
3,12,13.75,5.25,24,2,23
3,13,27.78,8.28,24,2,23
3,14,12.11,-3.3899999999999997,24,2,23
3,15,-10,-6,0,0,23
3,16,-1,9,0,0,23
3,17,0,-6,0,0,23
3,18,16.75,5.25,24,2,23
3,19,37.25047619047619,19.914761904761903,224,7,23
3,20,-9,5,0,0,23
4,1,0,-10,0,0,23
4,2,7.755599206349206,-6.047178571428571,-45,9,23
4,3,-2,6,0,0,23
4,5,-10,7,0,0,23
4,6,12.625,1.125,-3,2,23
4,7,-5,10,0,0,23
4,8,6.505,-5.995,-3,2,23
4,9,1,7,0,0,23
4,10,9,1,0,0,23
4,11,-5,-7,0,0,23
4,12,-2,-10,0,0,23
4,13,6,1,0,0,23
4,14,25.175833333333337,11.5925,-10,4,23
4,15,-7,-4,0,0,23
4,16,8.495,11.995,-3,2,23
4,17,9.9,-5.1,-1,1,23
4,18,2,1,0,0,23
4,19,9.25,-6.75,-1,1,23
4,20,2.175,1.6749999999999998,-3,2,23
5,1,-8,5,0,0,23
5,2,-5,-7,0,0,23
5,3,-6,8,0,0,23
5,4,-8,7,0,0,23
5,6,8,9,0,0,23
5,7,8,0.001,0,0,23
5,8,4,7,0,0,23
5,9,31.698333333333334,14.865,30,3,23
5,10,14.719999999999999,-1.2800000000000002,5,1,23
5,11,9,2,0,0,23
5,12,-3,-5,0,0,23
5,13,49.29615487290487,32.068551920301914,600,15,23
5,14,-10,-2,0,0,23
5,15,3,10,0,0,23
5,16,25.845,7.345,15,2,23
5,17,28.96,22.46,15,2,23
5,18,-8,10,0,0,23
5,19,4,-2,0,0,23
5,20,3,-8,0,0,23
6,1,-2.4433333333333334,-4.943333333333333,24,3,23
6,2,10,-8,0,0,23
6,3,-9,-3,0,0,23
6,4,-14.5,-13,12,2,23
6,5,7,-1,0,0,23
6,7,0.4250000000000007,5.925000000000001,12,2,23
6,8,-2,4,0,0,23
6,9,-3.52,-11.02,12,2,23
6,10,3.33,1.33,4,1,23
6,11,-9,-9,0,0,23
6,12,4.99,-10.51,12,2,23
6,13,-10.21,-11.21,4,1,23
6,14,-14.25,-6.75,12,2,23
6,15,-1.5,-9.5,4,1,23
6,16,7.025,-11.475,12,2,23
6,17,1,-5,0,0,23
6,18,-8,3,0,0,23
6,19,5.0536666666666665,5.203666666666667,60,5,23
6,20,-5,3,0,0,23
7,1,-14.16,-10.16,3,2,23
7,2,-9.75,-4.75,3,2,23
7,3,9,-3,0,0,23
7,4,-1,-3,0,0,23
7,5,4,3,0,0,23
7,6,-11.67,3.33,3,2,23
7,8,-5.005833333333333,-6.6725,10,4,23
7,9,-1,2,0,0,23
7,10,-7,10,0,0,23
7,11,10,3,0,0,23
7,12,-6,10,0,0,23
7,13,4,0.001,0,0,23
7,14,-3,9,0,0,23
7,15,-2,-4,1,1,23
7,16,-1,9,0,0,23
7,17,3.64647619047619,15.517904761904763,36,8,23
7,18,-6.748333333333333,8.585,6,3,23
7,19,0,-2,0,0,23
7,20,-15.83,1.17,1,1,23
8,1,-5,-7,0,0,23
8,2,-7,2,0,0,23
8,3,-9,-1,0,0,23
8,4,-6.105,-9.605,3,2,23
8,5,-10,-9,0,0,23
8,6,0,-4,0,0,23
8,7,-8.629999999999999,-8.713333333333335,10,4,23
8,9,-10.280000000000001,-13.280000000000001,1,1,23
8,10,-0.4750000000000001,-5.975,3,2,23
8,11,-9.89,1.6099999999999994,3,2,23
8,12,-7,9,0,0,23
8,13,3,7,0,0,23
8,14,-3,-5,1,1,23
8,15,-0.4900000000000002,-9.99,3,2,23
8,16,2.79,-12.21,1,1,23
8,17,-4,-8,0,0,23
8,18,4409.924749999999,4409.207892857143,36,8,23
8,19,1,9,0,0,23
8,20,1,8,0,0,23
9,1,5,-9.999,-9,1,23
9,2,2,-1,-9,1,23
9,3,-8,-16,-9,1,23
9,4,-9,-3,0,0,23
9,5,2.333333333333333,-11.833333333333334,-54,3,23
9,6,0.8599999999999999,-11.64,-27,2,23
9,7,-9,-3,0,0,23
9,8,-1,-2,-9,1,23
9,10,1.885,-13.531666666666666,-90,4,23
9,11,6.5,-11.5,-9,1,23
9,12,-7.49,-13.99,-27,2,23
9,13,-2,-8,0,0,23
9,14,-7.22,-9.719999999999999,-27,2,23
9,15,-3.21,-13.21,-9,1,23
9,16,-6,-5,0,0,23
9,17,-5,-3,0,0,23
9,18,-10,-3,0,0,23
9,19,-5.84,-7.34,-27,2,23
9,20,5.1,-12.4,-27,2,23
10,1,-2.6550000000000002,-6.155,-3,2,23
10,2,4,-6,0,0,23
10,3,4.833333333333333,-9,-6,3,23
10,4,-7,8,0,0,23
10,5,15.25,-9.75,-1,1,23
10,6,-4.1,1.9,-1,1,23
10,7,5,-4,0,0,23
10,8,10.83,0.33000000000000007,-3,2,23
10,9,21.406666666666663,-11.176666666666668,-10,4,23
10,11,-6,8,0,0,23
10,12,0,7,0,0,23
10,13,-1,0.001,0,0,23
10,14,-8,-5,0,0,23
10,15,6.998333333333333,0.16500000000000004,-6,3,23
10,16,11.29,-10.21,-3,2,23
10,17,13.719999999999999,7.72,-1,1,23
10,18,1.2000000000000002,9.2,-1,1,23
10,19,11.345,-6.155,-3,2,23
10,20,4.5,0.5,-1,1,23
11,1,-10,-5,0,0,23
11,2,14,4,-6,1,23
11,3,0,-2,-6,1,23
11,4,-9,-1,0,0,23
11,5,-7,-8,0,0,23
11,6,-8,7,0,0,23
11,7,9,-5,0,0,23
11,8,11.975,23.974999999999998,-18,2,23
11,9,-3,15,-6,1,23
11,10,-4,-10,0,0,23
11,12,1,7,0,0,23
11,13,7,-3,0,0,23
11,14,21.046666666666667,36.71333333333333,-36,3,23
11,15,10,2,0,0,23
11,16,-4,2,0,0,23
11,17,10,7,0,0,23
11,18,3,-4,0,0,23
11,19,-10,-3,0,0,23
11,20,79.6699583194583,94.30641630591631,-720,15,23
12,1,15.544999999999998,29.544999999999998,-27,2,23
12,2,11.665,10.666,-27,2,23
12,3,2.705,18.705,-27,2,23
12,4,-2,-10,0,0,23
12,5,6,8,0,0,23
12,6,-5.83,8.17,-27,2,23
12,7,-3,7,0,0,23
12,8,4,0.001,0,0,23
12,9,10.33,6.33,-27,2,23
12,10,1,7,0,0,23
12,11,-6,-6,0,0,23
12,13,2.23,22.23,-27,2,23
12,14,20.491666666666664,36.49166666666667,-54,3,23
12,15,-5.75,18.25,-9,1,23
12,16,7.5,12.5,-9,1,23
12,17,21.584333333333333,31.284333333333333,-189,6,23
12,18,-9,10,0,0,23
12,19,-1,5,0,0,23
12,20,-2,-8,0,0,23
13,1,-6,-2,0,0,23
13,2,10,-5,0,0,23
13,3,21.064999999999998,17.064999999999998,-3,2,23
13,4,7,-7,0,0,23
13,5,5993.383967782218,5985.112051809302,-120,15,23
13,6,15.719999999999999,-2.2800000000000002,-1,1,23
13,7,3,-2,0,0,23
13,8,-6,-10,0,0,23
13,9,-3,0.001,0,0,23
13,10,-2,3,0,0,23
13,11,1,-10,0,0,23
13,12,13,-3,-3,2,23
13,14,9.17,7.17,-1,1,23
13,15,4,-7,0,0,23
13,16,7.199999999999999,-2.8,-1,1,23
13,17,9,-7,0,0,23
13,18,14.25,14.25,-1,1,23
13,19,0,1,0,0,23
13,20,8,0.001,0,0,23
14,1,-10,4,0,0,23
14,2,-1,0.001,0,0,23
14,3,-9.835,-7.335,-27,2,23
14,4,4.965,1.7149999999999999,-90,4,23
14,5,-10,6,0,0,23
14,6,6.29,1.79,-27,2,23
14,7,-10,8,0,0,23
14,8,0,-8,-9,1,23
14,9,-4.78,4.72,-27,2,23
14,10,0,1,0,0,23
14,11,3.433333333333333,3.933333333333333,-54,3,23
14,12,2.665,0.16500000000000004,-54,3,23
14,13,1.5,0.5,-9,1,23
14,15,6,-2,-9,1,23
14,16,3.5,0.5,-9,1,23
14,17,1.2000000000000002,-10.8,-9,1,23
14,18,-9.5,-2.5,-9,1,23
14,19,-5,1,0,0,23
14,20,11.25,6.25,-9,1,23
15,1,1.2000000000000002,-9.8,-2,1,23
15,2,-7,0,-2,1,23
15,3,5,3,0,0,23
15,4,-6,-3,0,0,23
15,5,-4,-1,0,0,23
15,6,-4,-4,-2,1,23
15,7,1.17,-5.83,-2,1,23
15,8,11.149999999999999,-9.350000000000001,-6,2,23
15,9,5,-4.999,-2,1,23
15,10,9,-18.166666666666668,-12,3,23
15,11,1,4,0,0,23
15,12,1,-15,-2,1,23
15,13,7,0.001,0,0,23
15,14,8.33,4.33,-2,1,23
15,16,4.26,-3.9066666666666667,-12,3,23
15,17,11.116666666666667,-9.049999999999999,-12,3,23
15,18,-0.6116666666666665,-6.028333333333333,-20,4,23
15,19,-5,-4,0,0,23
15,20,-7.5,-3.5,-2,1,23
16,1,1.7385000000000002,-10.694833333333335,135,5,23
16,2,-8,-7,27,2,23
16,3,-8,7,0,0,23
16,4,-3.3899999999999997,8.61,27,2,23
16,5,-7,-9,27,2,23
16,6,-19.335,-7.334,27,2,23
16,7,-5,-1,0,0,23
16,8,-12.67,-8.67,9,1,23
16,9,-9,1,0,0,23
16,10,-10.335,-7.335,27,2,23
16,11,2,8,0,0,23
16,12,-13,-13,9,1,23
16,13,-8,-3,9,1,23
16,14,-3.5,-2.5,9,1,23
16,15,-7.441666666666667,-13.775,54,3,23
16,17,-10,7,0,0,23
